freq,CPIAUCSL,EXUSUK,FEDFUNDS,GS1,GS10,INDPRO,PCEPI,TB3MS,UNRATE,WPU0561,PAYEMS,DJIA
1/11/76,58.1,1.6381,4.95,5.29,7.29,46.7939,32.688,4.75,7.8,36.1,80237,944.57
1/12/76,58.4,1.6784,4.65,4.89,6.87,47.2798,32.87,4.35,7.8,36.1,80448,976.86
1/1/77,58.7,1.7124,4.61,5.29,7.21,47.023,33.058,4.62,7.5,35.8,80692,970.62
1/2/77,59.3,1.7103,4.68,5.47,7.39,47.7335,33.316,4.67,7.6,37.4,80988,941.76
1/3/77,59.6,1.7174,4.69,5.5,7.46,48.3415,33.482,4.6,7.4,36.8,81391,946.11
1/4/77,60,1.719,4.73,5.44,7.37,48.7789,33.678,4.54,7.2,37,81729,929.1
1/5/77,60.2,1.7185,5.35,5.84,7.46,49.2046,33.849,4.96,7,37,82089,926.3
1/6/77,60.5,1.7191,5.39,5.8,7.28,49.5627,34.038,5.02,7.2,37.1,82488,916.56
1/7/77,60.8,1.7226,5.42,5.94,7.33,49.6389,34.216,5.19,6.9,36.9,82836,908.2
1/8/77,61.1,1.7397,5.9,6.37,7.4,49.6517,34.376,5.49,7,37.3,83074,872.26
1/9/77,61.3,1.7431,6.14,6.53,7.34,49.8872,34.507,5.81,6.8,37.6,83532,853.29
1/10/77,61.6,1.7711,6.47,6.97,7.52,49.9859,34.668,6.16,6.8,38,83794,823.96
1/11/77,62,1.8178,6.51,6.95,7.58,50.0357,34.869,6.1,6.8,38.6,84173,828.51
1/12/77,62.3,1.8546,6.56,6.96,7.69,50.1135,35.04,6.07,6.4,39.3,84408,818.8
1/1/78,62.7,1.9353,6.7,7.28,7.96,49.4201,35.251,6.44,6.4,39.4,84595,781.08
1/2/78,63,1.9396,6.78,7.34,8.03,49.6618,35.417,6.45,6.3,39.5,84948,763.57
1/3/78,63.4,1.9055,6.79,7.31,8.04,50.6053,35.649,6.29,6.3,40,85461,756.36
1/4/78,63.9,1.8497,6.89,7.45,8.15,51.6639,35.919,6.29,6.1,40.1,86163,794.65
1/5/78,64.5,1.8181,7.36,7.82,8.35,51.8472,36.177,6.41,6,40.3,86509,838.55
1/6/78,65,1.8372,7.6,8.09,8.46,52.2056,36.413,6.73,5.9,40.8,86951,840.26
1/7/78,65.5,1.8949,7.81,8.39,8.64,52.1834,36.613,7.01,6.2,41.2,87205,831.71
1/8/78,65.9,1.9406,8.04,8.31,8.41,52.3807,36.798,7.08,5.9,41.3,87481,887.93
1/9/78,66.5,1.9595,8.45,8.64,8.42,52.5124,37.008,7.85,6,41.7,87618,878.64
1/10/78,67.1,2.0075,8.96,9.14,8.64,52.9384,37.302,7.99,5.8,41.9,87954,857.69
1/11/78,67.5,1.9608,9.76,10.01,8.81,53.3363,37.514,8.64,5.9,42.3,88391,804.29
1/12/78,67.9,1.9861,10.03,10.3,9.01,53.6296,37.689,9.08,6,42.6,88673,807.94
1/1/79,68.5,2.0053,10.07,10.41,9.1,53.2837,37.971,9.35,5.9,43.1,88810,837.39
1/2/79,69.2,2.0042,10.06,10.24,9.1,53.5675,38.173,9.32,5.9,43.9,89054,825.17
1/3/79,69.9,2.0378,10.09,10.25,9.12,53.7364,38.47,9.48,5.8,44.2,89480,847.84
1/4/79,70.6,2.0735,10.01,10.12,9.18,53.1571,38.871,9.46,5.8,44.5,89418,864.95
1/5/79,71.4,2.0587,10.24,10.12,9.25,53.5566,39.272,9.61,5.6,45.8,89791,837.41
1/6/79,72.2,2.1119,10.29,9.57,8.91,53.5534,39.595,9.06,5.7,48.6,90109,838.64
1/7/79,73,2.2598,10.47,9.64,8.95,53.4808,39.895,9.24,5.7,50.5,90215,836.95
1/8/79,73.7,2.2368,10.94,9.98,9.03,53.1195,40.2,9.52,6,52.6,90297,873.55
1/9/79,74.4,2.1966,11.43,10.84,9.33,53.1786,40.554,10.26,5.9,57.6,90325,878.5
1/10/79,75.2,2.1438,13.77,12.44,10.3,53.4617,40.884,11.7,6,59.5,90482,840.39
1/11/79,76,2.1352,13.18,12.39,10.65,53.409,41.167,11.79,5.9,61.4,90576,815.78
1/12/79,76.9,2.2007,13.78,11.98,10.39,53.4536,41.512,12.04,6,64.2,90673,836.14
1/1/80,78,2.2641,13.82,12.06,10.8,53.7071,41.944,12,6.3,70,90802,860.74
1/2/80,79,2.2891,14.13,13.92,12.41,53.7262,42.398,12.86,6.3,70.2,90882,878.22
1/3/80,80.1,2.2045,17.19,15.82,12.75,53.5481,42.916,15.2,6.3,71.3,90994,803.56
1/4/80,80.9,2.2094,17.61,13.3,11.47,52.4571,43.141,13.2,6.9,72.8,90850,786.33
1/5/80,81.7,2.302,10.98,9.39,10.18,51.1904,43.476,8.58,7.5,73.6,90419,828.19
1/6/80,82.5,2.3359,9.47,8.16,9.78,50.5575,43.75,7.07,7.6,74.9,90099,869.86
1/7/80,82.6,2.3732,9.03,8.65,10.25,50.166,44.088,8.06,7.8,75.2,89837,909.78
1/8/80,83.2,2.3704,9.61,10.24,11.1,50.353,44.455,9.13,7.7,77.3,90097,947.33
1/9/80,83.9,2.4012,10.87,11.52,11.51,51.1727,44.866,10.27,7.5,77.9,90210,946.67
1/10/80,84.7,2.4165,12.81,12.49,11.75,51.8129,45.224,11.62,7.5,79,90491,949.17
1/11/80,85.6,2.3941,15.85,14.15,12.68,52.7175,45.592,13.73,7.5,81.9,90748,971.09
1/12/80,86.4,2.3459,18.9,14.88,12.84,53.0142,45.887,15.49,7.2,86.3,90943,945.96
1/1/81,87.2,2.4029,19.08,14.08,12.57,52.7119,46.329,15.02,7.5,96.1,91037,962.13
1/2/81,88,2.2941,15.93,14.57,13.19,52.4633,46.797,14.79,7.4,114.9,91105,945.5
1/3/81,88.6,2.2319,14.7,13.71,13.12,52.7501,47.122,13.36,7.4,114.9,91210,987.18
1/4/81,89.1,2.1753,15.72,14.32,13.68,52.5233,47.326,13.69,7.2,114.9,91283,1004.86
1/5/81,89.7,2.0884,18.52,16.2,14.1,52.8211,47.537,16.3,7.5,114.5,91293,979.52
1/6/81,90.5,1.9738,19.1,14.86,13.47,53.0699,47.725,14.73,7.5,111.3,91490,996.27
1/7/81,91.5,1.8737,19.04,15.72,14.28,53.4044,48.013,14.95,7.2,108.9,91602,947.94
1/8/81,92.2,1.8203,17.82,16.72,14.94,53.3959,48.311,15.51,7.4,108.7,91566,926.25
1/9/81,93.1,1.8146,15.87,16.52,15.32,53.0761,48.602,14.7,7.6,108.7,91479,853.38
1/10/81,93.4,1.8407,15.08,15.38,15.15,52.6972,48.821,13.54,7.9,107.5,91380,853.24
1/11/81,93.8,1.9025,13.31,12.41,13.39,52.0996,49.081,10.86,8.3,107.2,91171,860.44
1/12/81,94.1,1.9033,12.37,12.85,13.72,51.5219,49.23,10.85,8.5,107.3,90893,878.28
1/1/82,94.4,1.886,13.22,14.32,14.59,50.4933,49.52,12.28,8.6,107.3,90567,853.41
1/2/82,94.7,1.847,14.78,14.73,14.43,51.4979,49.668,13.48,8.9,105,90562,833.15
1/3/82,94.7,1.8053,14.68,13.95,13.86,51.1159,49.793,12.68,9,101.6,90432,812.33
1/4/82,95,1.772,14.94,13.98,13.87,50.6623,49.818,12.7,9.3,97.9,90152,844.96
1/5/82,95.9,1.8104,14.45,13.34,13.62,50.3505,50.112,12.09,9.4,97.9,90107,846.72
1/6/82,97,1.7563,14.15,14.07,14.3,50.1943,50.474,12.47,9.6,97.9,89864,804.37
1/7/82,97.5,1.7354,12.59,13.24,13.95,50.0395,50.773,11.35,9.8,98,89522,818.41
1/8/82,97.7,1.725,10.12,11.43,13.06,49.6075,50.93,8.68,9.8,98,89364,832.11
1/9/82,97.7,1.712,10.31,10.85,12.34,49.4584,51.072,7.92,10.1,97.9,89183,917.27
1/10/82,98.1,1.6962,9.71,9.32,10.91,49.011,51.359,7.71,10.4,100.3,88906,988.71
1/11/82,98,1.6321,9.2,9.16,10.55,48.8232,51.516,8.07,10.8,100,88783,1027.76
1/12/82,97.7,1.616,8.95,8.91,10.54,48.4682,51.598,7.94,10.8,98.2,88769,1033.08
1/1/83,97.9,1.5756,8.68,8.62,10.46,49.3992,51.852,7.86,10.4,98.1,88993,1064.29
1/2/83,98,1.5329,8.51,8.92,10.72,49.089,51.943,8.11,10.4,94.5,88918,1087.43
1/3/83,98.1,1.49,8.77,9.04,10.51,49.4906,52.014,8.35,10.3,92.5,89090,1129.58
1/4/83,98.8,1.5361,8.8,8.98,10.4,50.0805,52.251,8.21,10.2,92.5,89366,1168.43
1/5/83,99.2,1.5722,8.63,8.9,10.38,50.4295,52.4,8.19,10.1,92.4,89643,1212.86
1/6/83,99.4,1.548,8.98,9.66,10.85,50.7333,52.596,8.79,10.1,92.4,90022,1221.47
1/7/83,99.8,1.5273,9.37,10.2,11.38,51.5016,52.893,9.08,9.4,92.1,90440,1213.93
1/8/83,100.1,1.5026,9.56,10.53,11.85,52.0679,53.12,9.34,9.5,92.1,90132,1189.21
1/9/83,100.4,1.4986,9.45,10.16,11.65,52.8472,53.306,9,9.2,92.1,91247,1237.04
1/10/83,100.8,1.4969,9.48,9.81,11.54,53.2874,53.398,8.64,8.8,92.1,91518,1252.2
1/11/83,101.1,1.4766,9.34,9.94,11.69,53.4759,53.474,8.76,8.5,92.1,91871,1250
1/12/83,101.4,1.4338,9.47,10.11,11.83,53.7593,53.503,9,8.3,92,92227,1257.64
1/1/84,102.1,1.4076,9.56,9.9,11.67,54.8216,53.734,8.9,8,92.1,92673,1258.88
1/2/84,102.6,1.4417,9.59,10.04,11.84,55.0698,54.095,9.09,7.8,92.1,93154,1164.46
1/3/84,102.9,1.4557,9.91,10.59,12.32,55.3384,54.273,9.52,7.8,92.1,93429,1161.97
1/4/84,103.3,1.421,10.29,10.9,12.63,55.6911,54.479,9.69,7.7,91.9,93792,1152.71
1/5/84,103.5,1.3894,10.32,11.66,13.41,55.9506,54.548,9.83,7.4,91.9,94100,1143.42
1/6/84,103.7,1.377,11.06,12.08,13.56,56.1549,54.647,9.87,7.2,91.8,94479,1121.14
1/7/84,104.1,1.32,11.23,12.03,13.36,56.3326,54.842,10.12,7.5,91.7,94792,1113.27
1/8/84,104.4,1.3132,11.64,11.82,12.72,56.3847,55.012,10.47,7.5,91.5,95034,1212.82
1/9/84,104.7,1.2563,11.3,11.58,12.52,56.2832,55.088,10.37,7.3,91.4,95344,1213.51
1/10/84,105.1,1.2196,9.99,10.9,12.16,56.1943,55.218,9.74,7.4,91.3,95630,1199.3
1/11/84,105.3,1.2392,9.43,9.82,11.57,56.4108,55.297,8.61,7.2,89.4,95979,1211.3
1/12/84,105.5,1.1861,8.38,9.33,11.5,56.4759,55.454,8.06,7.3,88.6,96107,1188.96
1/1/85,105.7,1.1271,8.35,9.02,11.38,56.3801,55.732,7.76,7.3,86.1,96373,1238.16
1/2/85,106.3,1.0931,8.5,9.29,11.51,56.5796,55.998,8.27,7.2,83.9,96497,1283.23
1/3/85,106.8,1.1253,8.58,9.86,11.86,56.6645,56.224,8.52,7.2,83.9,96843,1268.83
1/4/85,107,1.2377,8.27,9.14,11.43,56.5122,56.31,7.95,7.3,84.2,97039,1266.36
1/5/85,107.2,1.2483,7.97,8.46,10.85,56.5982,56.45,7.48,7.2,84.7,97313,1279.4
1/6/85,107.5,1.2808,7.53,7.8,10.16,56.6317,56.609,6.95,7.4,84.6,97459,1314
1/7/85,107.7,1.3807,7.88,7.86,10.31,56.2637,56.749,7.08,7.4,84.4,97649,1343.17
1/8/85,107.9,1.3841,7.9,8.05,10.33,56.496,56.938,7.14,7.1,83.7,97842,1326.18
1/9/85,108.1,1.3642,7.92,8.07,10.37,56.7412,57.032,7.1,7.1,83.9,98045,1317.95
1/10/85,108.5,1.4215,7.99,8.01,10.24,56.508,57.124,7.16,7.1,84.3,98233,1351.58
1/11/85,109,1.4396,8.05,7.88,9.78,56.6984,57.286,7.24,7,84.7,98442,1432.88
1/12/85,109.5,1.4447,8.27,7.67,9.26,57.2954,57.479,7.1,7,85.1,98609,1517.01
1/1/86,109.9,1.4244,8.14,7.73,9.19,57.5555,57.748,7.07,6.7,84.3,98734,1534.86
1/2/86,109.7,1.4297,7.86,7.61,8.7,57.1707,57.75,7.06,7.2,66.7,98841,1652.73
1/3/86,109.1,1.4674,7.48,7.03,7.78,56.7784,57.622,6.56,7.2,48.2,98935,1757.35
1/4/86,108.7,1.4985,6.99,6.44,7.3,56.8228,57.5,6.06,7.1,41,99122,1807.05
1/5/86,109,1.5211,6.85,6.65,7.71,56.938,57.601,6.15,7.2,40,99249,1801.8
1/6/86,109.4,1.5085,6.92,6.73,7.8,56.7427,57.81,6.21,7.2,41,99155,1867.7
1/7/86,109.5,1.5071,6.56,6.27,7.3,57.0569,57.822,5.83,7,37.2,99473,1809.92
1/8/86,109.6,1.4861,6.17,5.93,7.17,56.9807,57.891,5.53,6.9,36,99587,1843.45
1/9/86,110,1.4698,5.89,5.77,7.45,57.0954,58.077,5.21,7,42.5,99934,1813.47
1/10/86,110.2,1.4264,5.85,5.72,7.43,57.3542,58.18,5.18,7,42.1,100120,1817.04
1/11/86,110.4,1.4238,6.04,5.8,7.25,57.623,58.283,5.35,6.9,41.9,100306,1883.65
1/12/86,110.8,1.4393,6.91,5.87,7.11,58.1006,58.361,5.53,6.6,42,100511,1924.07
1/1/87,111.4,1.5054,6.43,5.78,7.08,57.9173,58.628,5.43,6.6,50.4,100683,2065.13
1/2/87,111.8,1.528,6.1,5.96,7.25,58.663,58.838,5.59,6.6,52.4,100915,2202.34
1/3/87,112.2,1.5923,6.13,6.03,7.25,58.7602,58.997,5.59,6.6,52.3,101164,2292.61
1/4/87,112.7,1.6313,6.37,6.5,8.02,59.1416,59.209,5.64,6.3,53.2,101502,2302.64
1/5/87,113,1.6666,6.85,7,8.61,59.517,59.356,5.66,6.3,54.7,101728,2291.11
1/6/87,113.5,1.6288,6.73,6.8,8.4,59.7996,59.576,5.67,6.2,56.4,101900,2384.02
1/7/87,113.8,1.609,6.58,6.68,8.45,60.2152,59.713,5.69,6.1,59.8,102247,2481.72
1/8/87,114.3,1.5996,6.73,7.03,8.76,60.7146,59.948,6.04,6,61.1,102418,2655.01
1/9/87,114.7,1.6446,7.22,7.67,9.42,60.8781,60.151,6.4,5.9,57.8,102646,2570.8
1/10/87,115,1.662,7.29,7.59,9.52,61.7569,60.348,6.13,6,56.9,103138,2224.59
1/11/87,115.4,1.7754,6.69,6.96,8.86,62.091,60.465,5.69,5.8,56.6,103370,1931.86
1/12/87,115.6,1.8288,6.77,7.17,8.99,62.394,60.576,5.77,5.7,54.1,103664,1910.07
1/1/88,116,1.8009,6.83,6.99,8.67,62.4207,60.805,5.81,5.7,50.1,103758,1947.35
1/2/88,116.2,1.7582,6.58,6.64,8.21,62.6908,60.893,5.66,5.7,49.7,104211,1980.64
1/3/88,116.5,1.833,6.58,6.71,8.37,62.8421,61.103,5.7,5.7,47.2,104487,2044.31
1/4/88,117.2,1.8782,6.87,7.01,8.72,63.1885,61.401,5.91,5.4,49.1,104732,2036.13
1/5/88,117.5,1.8695,7.09,7.4,9.09,63.1203,61.58,6.26,5.6,51.5,104961,1988.91
1/6/88,118,1.7768,7.51,7.49,8.92,63.2843,61.841,6.46,5.4,50.6,105324,2104.94
1/7/88,118.5,1.7051,7.75,7.75,9.06,63.3155,62.142,6.73,5.4,45.7,105546,2104.22
1/8/88,119,1.6965,8.01,8.17,9.26,63.5859,62.325,7.06,5.6,45,105670,2051.29
1/9/88,119.5,1.684,8.19,8.09,8.98,63.405,62.63,7.24,5.4,42.6,106009,2080.06
1/10/88,119.9,1.7388,8.3,8.11,8.8,63.7184,62.831,7.35,5.4,39.3,106277,2144.31
1/11/88,120.3,1.8085,8.35,8.48,8.96,63.8175,62.975,7.76,5.3,39.2,106616,2099.04
1/12/88,120.7,1.8258,8.76,8.99,9.11,64.1273,63.165,8.07,5.3,44.3,106906,2148.58
1/1/89,121.2,1.7737,9.12,9.05,9.09,64.3162,63.482,8.27,5.4,49.7,107168,2234.67
1/2/89,121.6,1.7534,9.36,9.25,9.17,64.026,63.686,8.53,5.2,50.3,107426,2304.3
1/3/89,122.2,1.7134,9.85,9.57,9.36,64.166,63.919,8.82,5,53.9,107619,2283.11
1/4/89,123.1,1.7008,9.84,9.36,9.18,64.222,64.341,8.65,5.2,58.9,107792,2348.91
1/5/89,123.7,1.6307,9.81,8.98,8.86,63.7707,64.575,8.43,5.2,59.5,107910,2439.55
1/6/89,124.1,1.553,9.53,8.44,8.28,63.8022,64.713,8.15,5.3,58.3,108026,2494.88
1/7/89,124.5,1.6268,9.24,7.89,8.02,63.236,64.86,7.88,5.2,59.9,108066,2554.03
1/8/89,124.5,1.5947,8.99,8.18,8.11,63.8059,64.864,7.9,5.2,53.5,108115,2691.11
1/9/89,124.8,1.5715,9.02,8.22,8.19,63.576,65.006,7.75,5.3,56.2,108365,2693.41
1/10/89,125.4,1.5874,8.84,7.99,8.01,63.5346,65.261,7.64,5.3,57.6,108476,2692.01
1/11/89,125.9,1.5726,8.55,7.77,7.87,63.7465,65.401,7.69,5.4,57.6,108753,2642.48
1/12/89,126.3,1.5965,8.45,7.72,7.84,64.1419,65.589,7.63,5.4,59.8,108849,2728.47
1/1/90,127.5,1.6512,8.23,7.92,8.21,63.7117,66.077,7.64,5.4,64.3,109184,2679.23
1/2/90,128,1.6961,8.24,8.11,8.47,64.3504,66.365,7.74,5.3,65,109432,2614.18
1/3/90,128.6,1.6245,8.28,8.35,8.59,64.6721,66.608,7.9,5.2,60,109647,2701.95
1/4/90,128.9,1.6372,8.26,8.4,8.79,64.5975,66.752,7.77,5.4,52.6,109687,2708.25
1/5/90,129.1,1.6774,8.18,8.32,8.76,64.7028,66.896,7.74,5.4,54.5,109840,2793.81
1/6/90,129.9,1.7103,8.29,8.1,8.48,64.9174,67.191,7.73,5.2,47.9,109865,2894.83
1/7/90,130.5,1.8098,8.15,7.94,8.47,64.8436,67.348,7.62,5.5,46.3,109829,2934.22
1/8/90,131.6,1.9013,8.13,7.78,8.75,65.043,67.797,7.45,5.7,75.2,109619,2681.89
1/9/90,132.5,1.8794,8.2,7.76,8.89,65.1372,68.215,7.36,5.9,91,109517,2550.69
1/10/90,133.4,1.9456,8.11,7.55,8.72,64.6442,68.602,7.17,5.9,118,109370,2460.54
1/11/90,133.7,1.9642,7.81,7.31,8.39,63.8853,68.685,7.06,6.2,97.3,109220,2518.56
1/12/90,134.2,1.9219,7.31,7.05,8.08,63.4658,68.741,6.74,6.3,79.3,109163,2610.91
1/1/91,134.7,1.9346,6.91,6.64,8.09,63.1915,68.996,6.22,6.4,87.9,109042,2587.6
1/2/91,134.8,1.9641,6.25,6.27,7.85,62.7585,69.021,5.94,6.6,64.2,108735,2863.05
1/3/91,134.8,1.8214,6.12,6.4,8.11,62.4265,69.032,5.91,6.8,54.1,108577,2920.11
1/4/91,135.1,1.7497,5.91,6.24,8.04,62.5503,69.154,5.65,6.7,56.3,108365,2925.54
1/5/91,135.6,1.7238,5.78,6.13,8.07,63.1756,69.44,5.46,6.9,58.8,108249,2928.42
1/6/91,136,1.6497,5.9,6.36,8.28,63.742,69.557,5.57,6.9,56.2,108337,2968.13
1/7/91,136.2,1.6513,5.82,6.31,8.27,63.8029,69.667,5.58,6.8,59.3,108297,2978.19
1/8/91,136.6,1.6841,5.66,5.78,7.9,63.8503,69.827,5.33,6.9,60.4,108314,3006.09
1/9/91,137,1.7265,5.45,5.57,7.65,64.4151,70.067,5.22,6.9,60.4,108334,3010.35
1/10/91,137.2,1.7231,5.21,5.33,7.53,64.2992,70.197,4.99,7,66.3,108359,3019.73
1/11/91,137.8,1.7796,4.81,4.89,7.42,64.2209,70.348,4.56,7,64,108303,2986.18
1/12/91,138.2,1.8272,4.43,4.38,7.09,63.9602,70.52,4.07,7.3,55.1,108325,2958.64
1/1/92,138.3,1.809,4.03,4.15,7.03,63.596,70.613,3.8,7.3,51.3,108374,3227.06
1/2/92,138.6,1.7778,4.06,4.29,7.34,64.0409,70.789,3.84,7.4,53.5,108317,3257.27
1/3/92,139.1,1.7238,3.98,4.63,7.54,64.5973,70.962,4.04,7.4,51,108369,3247.41
1/4/92,139.4,1.7566,3.73,4.3,7.48,65.0756,71.153,3.75,7.4,56,108526,3294.08
1/5/92,139.7,1.8095,3.82,4.19,7.39,65.2831,71.248,3.63,7.6,59.2,108653,3376.78
1/6/92,140.1,1.8551,3.76,4.17,7.26,65.2957,71.374,3.66,7.8,64.3,108718,3337.78
1/7/92,140.5,1.9177,3.25,3.6,6.84,65.8801,71.609,3.21,7.7,61.9,108792,3329.4
1/8/92,140.8,1.9434,3.3,3.47,6.59,65.5581,71.704,3.13,7.6,60.5,108927,3307.45
1/9/92,141.1,1.8465,3.22,3.18,6.42,65.715,71.823,2.91,7.6,63.1,108959,3293.91
1/10/92,141.7,1.6529,3.1,3.3,6.59,66.2013,72.078,2.86,7.3,63.4,109145,3198.69
1/11/92,142.1,1.5268,3.09,3.68,6.87,66.4879,72.223,3.13,7.4,58.5,109277,3238.49
1/12/92,142.3,1.551,2.92,3.71,6.77,66.5431,72.35,3.22,7.4,53.8,109494,3303.14
1/1/93,142.8,1.5325,3.02,3.5,6.6,66.8264,72.524,3,7.3,52,109804,3277.7
1/2/93,143.1,1.4395,3.03,3.39,6.26,67.1172,72.633,2.93,7.1,56.1,110051,3367.26
1/3/93,143.3,1.4617,3.07,3.33,5.98,67.0479,72.781,2.95,7,58.1,109997,3440.73
1/4/93,143.8,1.5447,2.96,3.24,5.97,67.2498,72.977,2.87,7.1,57.7,110304,3423.62
1/5/93,144.2,1.5477,3,3.36,6.04,67.0325,73.203,2.96,7.1,57.9,110573,3478.17
1/6/93,144.3,1.5082,3.04,3.54,5.96,67.1532,73.229,3.07,7,52.9,110749,3513.81
1/7/93,144.5,1.4955,3.06,3.47,5.81,67.3586,73.345,3.04,6.9,50.2,111055,3529.43
1/8/93,144.8,1.4914,3.03,3.44,5.68,67.2888,73.471,3.02,6.8,48.3,111210,3597.01
1/9/93,145,1.5248,3.09,3.36,5.36,67.6092,73.55,2.95,6.7,46.5,111455,3592.28
1/10/93,145.6,1.5023,2.99,3.39,5.33,68.1214,73.78,3.02,6.8,51.8,111741,3625.8
1/11/93,146,1.4808,3.02,3.58,5.72,68.4089,73.917,3.1,6.6,46,111991,3674.69
1/12/93,146.3,1.4913,2.96,3.61,5.77,68.7737,73.934,3.06,6.5,38.9,112314,3744.1
1/1/94,146.3,1.4923,3.05,3.54,5.75,69.0299,73.958,2.98,6.6,39.3,112590,3868.35
1/2/94,146.7,1.4792,3.25,3.87,5.97,69.0418,74.127,3.25,6.6,37.8,112788,3905.61
1/3/94,147.1,1.4919,3.34,4.32,6.48,69.7582,74.333,3.5,6.5,39.6,113249,3816.98
1/4/94,147.2,1.4823,3.56,4.82,6.97,70.125,74.42,3.68,6.4,42.7,113596,3661.48
1/5/94,147.5,1.5042,4.01,5.31,7.18,70.4978,74.528,4.14,6.1,48.9,113929,3707.99
1/6/94,147.9,1.5262,4.25,5.27,7.1,70.948,74.708,4.14,6.1,52.9,114248,3737.58
1/7/94,148.4,1.5467,4.26,5.48,7.3,71.0595,74.944,4.33,6.1,56.2,114618,3718.3
1/8/94,149,1.5422,4.47,5.56,7.24,71.4749,75.111,4.48,6,54.4,114900,3797.46
1/9/94,149.3,1.5661,4.73,5.76,7.46,71.7333,75.195,4.62,5.9,48.3,115260,3880.59
1/10/94,149.4,1.6064,4.76,6.11,7.74,72.3479,75.322,4.95,5.8,49.3,115469,3868.09
1/11/94,149.8,1.5892,5.29,6.54,7.96,72.8018,75.469,5.29,5.6,49.1,115876,3792.42
1/12/94,150.1,1.5587,5.45,7.14,7.81,73.5563,75.519,5.6,5.5,47.1,116168,3770.3
1/1/95,150.5,1.5746,5.53,7.05,7.78,73.6891,75.667,5.71,5.6,48.4,116495,3872.45
1/2/95,150.9,1.572,5.92,6.7,7.47,73.5889,75.795,5.77,5.4,51,116693,3953.71
1/3/95,151.2,1.6002,5.98,6.43,7.2,73.6895,75.931,5.73,5.4,50.6,116912,4062.76
1/4/95,151.8,1.6073,6.05,6.27,7.06,73.676,76.128,5.65,5.8,55.3,117074,4230.65
1/5/95,152.1,1.5874,6.01,6,6.63,73.8858,76.24,5.67,5.6,56,117057,4391.56
1/6/95,152.4,1.5948,6,5.64,6.17,74.1391,76.309,5.47,5.6,53.3,117297,4510.75
1/7/95,152.6,1.5952,5.85,5.59,6.28,73.8447,76.404,5.42,5.7,48.3,117389,4684.75
1/8/95,152.9,1.5668,5.74,5.75,6.49,74.7803,76.568,5.4,5.7,49.1,117641,4639.25
1/9/95,153.1,1.559,5.8,5.62,6.2,75.0755,76.621,5.28,5.6,51.4,117893,4746.75
1/10/95,153.5,1.5779,5.76,5.59,6.04,74.9925,76.818,5.28,5.5,48.3,118045,4760.44
1/11/95,153.7,1.5625,5.8,5.43,5.93,75.1822,76.819,5.36,5.6,49,118191,4935.79
1/12/95,153.9,1.5405,5.6,5.31,5.71,75.4725,76.968,5.14,5.6,52.2,118323,5136.09
1/1/96,154.7,1.5288,5.56,5.09,5.65,74.9823,77.143,5,5.6,56,118310,5179.37
1/2/96,155,1.536,5.22,4.94,5.81,76.153,77.263,4.83,5.5,52.8,118735,5518.73
1/3/96,155.5,1.5271,5.31,5.34,6.27,76.0724,77.492,4.96,5.5,57.7,119000,5612.24
1/4/96,156.1,1.516,5.22,5.54,6.51,76.7608,77.721,4.95,5.6,66,119165,5579.86
1/5/96,156.4,1.5152,5.24,5.64,6.74,77.3269,77.854,5.02,5.6,61,119491,5616.71
1/6/96,156.7,1.5416,5.27,5.81,6.91,77.9694,77.854,5.09,5.3,57.7,119772,5671.4
1/7/96,157,1.553,5.4,5.85,6.87,77.8351,78.02,5.15,5.5,59.9,120023,5496.26
1/8/96,157.2,1.5499,5.22,5.67,6.64,78.3005,78.097,5.05,5.1,62,120208,5685.5
1/9/96,157.7,1.5593,5.3,5.83,6.83,78.8378,78.31,5.09,5.2,67.2,120421,5804.01
1/10/96,158.2,1.5863,5.24,5.55,6.53,78.7843,78.544,4.99,5.2,72,120682,5996.21
1/11/96,158.7,1.6623,5.31,5.42,6.2,79.4683,78.689,5.03,5.4,68.5,120977,6318.36
1/12/96,159.1,1.6639,5.29,5.47,6.3,79.9829,78.78,4.91,5.4,70.9,121148,6435.87
1/1/97,159.4,1.6585,5.25,5.61,6.58,80.0837,78.881,5.03,5.3,73.4,121379,6707.03
1/2/97,159.7,1.6256,5.19,5.53,6.42,81.0483,79.045,5.01,5.2,64.5,121687,6917.48
1/3/97,159.8,1.6096,5.39,5.8,6.69,81.6195,79.126,5.14,5.2,56.3,121999,6901.12
1/4/97,159.9,1.6293,5.51,5.99,6.89,81.6408,79.2,5.16,5.1,56.1,122291,6657.5
1/5/97,159.9,1.6322,5.5,5.87,6.71,82.1311,79.169,5.05,4.9,60.2,122554,7242.36
1/6/97,160.2,1.6449,5.56,5.69,6.49,82.5332,79.268,4.93,5,51.8,122818,7599.6
1/7/97,160.4,1.6694,5.52,5.54,6.22,83.1538,79.312,5.05,4.9,54.9,123121,7990.65
1/8/97,160.8,1.6035,5.54,5.56,6.3,84.0293,79.377,5.14,4.8,54.9,123099,7948.43
1/9/97,161.2,1.6013,5.54,5.52,6.21,84.7873,79.557,4.95,4.9,53.3,123598,7866.59
1/10/97,161.5,1.633,5.5,5.46,6.03,85.5125,79.66,4.97,4.7,57.3,123942,7875.83
1/11/97,161.7,1.6889,5.52,5.46,5.88,86.2601,79.67,5.14,4.6,56.4,124241,7677.36
1/12/97,161.8,1.6597,5.5,5.53,5.81,86.5262,79.657,5.16,4.7,50.8,124559,7909.82
